RouteName,Location,URL,Avg Stars,Route Type,Rating
Stoic Tree Arete,"First Cliff, Left Tower. > Patricia Bowl > Rock Creek > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Triple Delight,Al's Garage > Mammoth Lakes Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Cromagnon,East Face > Dike Wall > Lake George > Mammoth Lakes Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.7,"Sport, Alpine",5.10-
Springbank,Highlands Wall > Crystal Crag > Lake George > Mammoth Lakes Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,"Sport, Alpine",5.10a
Bagpipe,Schoolboy Buttress > Crystal Crag > Lake George > Mammoth Lakes Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10-
The Beanstalk,Land of the Giants > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Wild Card,Fun House > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Let the Fun Begin,Fun House > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Jesus Built my Tri-Cam,Local Trivia Tower > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ego Unchained,McCracken Wall > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.7,Sport,5.10a PG13
Love of Jesus,Supreme Wizard Formation > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Trail Blazer,Monkey to Monk Cliff > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Dawn of Time,Monkey to Monk Cliff > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Dr. Evil,Gotham City > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Machine Gun Jumblies,Gotham City > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Slackjaw,Dihedrals > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Lava Haul,Flavin Haven > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.7,Sport,5.10a
Honey Badger Don't Care,Flavin Haven > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a/b
Boom Chakalaka,Holy Trinity > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Snapping Pussy Doll,Triple Play Cliff > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Son of Belayer Slayer,Pub Wall > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a PG13
Makayla,Banana Belt > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10-
Player Slayer,Player's Club > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Be a Player,Player's Club > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Director's Cut,Big Tower > Lower Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Valley 5.8,Powerhouse Wall > Lower Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Road Wave,Road Wave Crag > Lower Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Atlatl,Blocky Top Area > Lower Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Y a Sport Chimney...?,The Y Boulder > Buttermilk Crags > Buttermilk Country > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Faraway Laughter,Avalanche Wall > Pine Creek Canyon > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Blue Steel,Fashion Slab > Pine Creek Canyon > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a/b
Perilous Times,The Outpost > Pine Creek Canyon > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Cornfed,Hillbilly Pillar > Paul's Paradise > Alabama Hills North > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Slab Route,The Cattle Pocket > Cattle Pocket and Corridors Area > Alabama Hills North > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Really Really Ridiculously Good Looking,Zoo Wall > Cattle Pocket and Corridors Area > Alabama Hills North > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,"Trad, Sport",5.10a
Roxanne,The Loaf > Western Wall Area > Alabama Hills North > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Alabama Hills Gang,The Loaf > Western Wall Area > Alabama Hills North > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Hang 'em High,The Western Wall > Western Wall Area > Alabama Hills North > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Giddyup,The Western Wall > Western Wall Area > Alabama Hills North > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Jackal Headed Woman,The Eye of Horus > The Ghosts > Alabama Hills North > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
My Little Lab Rat,The Penguins > Alabama Hills South > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Run to the Hills,Run to the Hills Pillar > Monument Slot (aka Gunga Din) > Alabama Hills South > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Wounded Knee,The Capricorn Wall > Whitney Cave > Alabama Hills South > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Precious Auntie,Pu Pu Platter > Whitney Cave > Alabama Hills South > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Westside Fitness Center,Crocodile Rock > Benton Crags > Eastern Hills > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Eastside Fitness Center,Crocodile Rock > Benton Crags > Eastern Hills > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Haze,Corral (and Double Dome) > Benton Crags > Eastern Hills > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Sidewinder,P-Funkamerika Dome South Face > Granite Basin > Sagehen Summit Area > Eastern Hills > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Goldielocks,The Gold Wall > Tioga Cliff Area (aka Private Property) > Lee Vining Canyon / Tioga Road > Sierra Eastside > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Festus,South Wall > Big Chief Area > Truckee River Canyon > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Anxiety Attack,East Face > Grouse Slab > Donner Summit > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a PG13
Lichen Rose,2. Rosemary Wall > Rest Stop Cliffs > Donner Summit > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
"LOB (Locals Only, Braj)",2. Local's Block > Donner Peak > Donner Summit > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Push To Open,The Dollar Store > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Memento Mori,Slide Wall > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a PG13
I'm Getting Way too Old for this Shit,Elder Wall > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
"Wer Rastet Der Rostet (He who rests, rusts).",Via Ferrata Wall > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Buddy System,Boy Scout Wall > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Stage Fright (aka Cheers and Jeers),Rediscovery Dome Left > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Penny Candy,Middle Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Prow,Middle Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Ice House Roof Direct,Crystal Wall Area > Slick Rock Dome > Highway 50 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Crystal Crescent,Nap Wall Area > Slick Rock Dome > Highway 50 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.8,Sport,5.10a
Unknown,Berkeley Camp Rocks > Echo Lakes > Echo Summit > Highway 50 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Delivering the Goods,Right Side > Mayhem Cove > Eagle Creek Canyon > West Shore > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Methadone,Detox Wall > Luther Rock > South Shore > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Gimpy Old Men,6. Middle Aged Wall > The Pie Shop > South Shore > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,"Sport, TR",5.10a
Plane Crash,Luther Spires - Main Area > Luther Spires > South Shore > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Widow Maker,Widow Maker > Luther Spires > South Shore > Lake Tahoe > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Cheetos and Everclear,Dozier Dome > Tuolumne Meadows > Yosemite National Park > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
"Pretty in Pinkpoint, P1","West Face, Right > Medlicott Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Steel Driving Man,The Wart (aka Lake of the Domes Dome) > Medlicott Dome > Tuolumne Meadows > Yosemite National Park > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,"Sport, Alpine",5.10a
Cut to Pieces,Razor Back > Tuolumne Meadows > Yosemite National Park > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Old Hippie Buttress,Aq.  Knob Hill > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Sweet Abilene,4. Goodrich Pinnacle Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Takin' A Ride,Lower Tier > Mount Savage > Southern Yosemite > Yosemite National Park > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,"Sport, TR",5.10a
Cedar's Dihedral,The Boardwalk > Shooting Gallery > Trinity Arêtes > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Layback and Relax,North Face > North Rock > Footsteps Rock > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Grog Supply,South Face > North Rock > Footsteps Rock > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10-
Ebb Tide,Exploding Energy Boulder > Promontory > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Ringtail,7. Up And Down Wall > Marble Caves > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
"I'm Forgetting The Name, But It Had A Really Good One, I Promise",4. Sunset Wall > Marble Caves > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Gargoyle,The Gargoyle > So-So Grotto > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,"Sport, Aid",5.10- C1
Learn to Lop 'em,Tropics Wall > Land Of The Lost > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Abandonment Issues,Far Out Wall > Land Of The Lost > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
45,45 Wall > Lover's Leap (Limestone) > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Finger Bucket,45 Wall > Lover's Leap (Limestone) > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Ham and Eggs,The Breakfast Nook > Lover's Leap (Limestone) > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mr. Anti-Social,Monica Lewinsky Wall > Lover's Leap (Limestone) > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.8,Sport,5.10a
Hella Decent,3. Awol Tower > New Earth Towers > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Power Purge,4. The Catwalk > New Earth Towers > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ambiturner,4. The Catwalk > New Earth Towers > Northwest California > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Square One,The Billboard > BMX Crags > Horsemen's Center > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Skull Beneath the Skin,Under Taker Crag > BMX Crags > Horsemen's Center > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Desert Whale,Gray Whale > BMX Crags > Horsemen's Center > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Rock People,Inukshuk > Twilight Zone > Horsemen's Center > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Recycled Trash,The Launch Pad > The Dead Zone > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Another World,Vader Roof > Tatooine > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mr. Schneebly (aka School of Rock),The Schoolhouse > Land of the Lost > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a PG13
Jenga,Leaning Towers > Land of the Lost > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Sky Poodle,Camel Back > Land of the Lost > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Enter the Dragon,Northeast side > Fairview Dome > Middle Earth > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Welcome to the Pleasure Dome,South Face > Fairview Dome > Middle Earth > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Kung Fu Theater,East Face > Fairview Dome > Middle Earth > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
unknown 10a,Watershed Wall > Fairview North Areas > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Blunt Force Trauma,Left Side > White Castle > Quail Spring > Fairview Fringe Areas > Fairview Mountain > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
From Smear to Eternity,Cleopatra Dome > Chockstone Gully > Downtown > Margheritaville > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a/b PG13
Right route,Cleopatra’s Needle > Chockstone Gully > Downtown > Margheritaville > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Thigh Master,Atlas Hugged Wall > Dragon Fang > Downtown > Margheritaville > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
.10a face,West Wall > Northwest Alcove > Dragon Fang > Downtown > Margheritaville > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Cowboys on Acid,West Buttress Complex > Downtown > Margheritaville > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
The Right Stuff,Twin Peaks Formation > Lower Formations > The Far East > Fairview Valley East > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Level Up,Twin Peaks Formation > Lower Formations > The Far East > Fairview Valley East > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Stegosaur,The Observatory > The Far East > Fairview Valley East > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Flowstate,Slab City > Amaral Spring > Fairview Valley East > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Triangle Face Left,Alessandria > Old Chicago > Fairview Valley East > Apple Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Getaway,The Getaway > Box Canyon East > New Jack City > Barstow Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Holey Moley,"Raven Rocks North Face ""Power Block"" Area > Raven Rocks > Box Canyon East > New Jack City > Barstow Area > High Desert > California",https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Black and Tan,The Diamond > Box Canyon East > New Jack City > Barstow Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Viking,Viking Crag > Southern Canyon Crags > New Jack City > Barstow Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
New Sawtooth Tit,New Sawtooth Tit > New Bob City > Barstow Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
The Penguin,Arkham Asylum > Cougar Buttes > Lucerne Valley Area > High Desert > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Emerald City,(h) Rubble Row > Riverside Quarry > Riverside Area > Inland Empire > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a/b
The Guillotine,The Alcove > Echo Cliffs > Santa Monica Mountains > Los Angeles Basin > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a/b
Oil and Vinegar,WEDGE > Crags Road Crags > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,"Sport, TR",5.10a
Route 2 - The Roof Route,Corpse Wall > Saddle Peak > Santa Monica Mountains > Los Angeles Basin > California,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Cinnamon Fever,Black Flower > Santa Monica Mountains > Los Angeles Basin > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Burnt Sugar,Black Flower > Santa Monica Mountains > Los Angeles Basin > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Just Barley,"Kernville Rock (a.k.a. Kern Slabs) > Southern Sierra - The Needles, Kern River, Domelands, etc. > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Nowhere Man,"Nowhere Man > New Directions > Southern Sierra - The Needles, Kern River, Domelands, etc. > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a/b
Slippery fish,"Fish Creek Rock > Sherman Pass Road > Southern Sierra - The Needles, Kern River, Domelands, etc. > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Fighting the Current,"Fish Creek Rock > Sherman Pass Road > Southern Sierra - The Needles, Kern River, Domelands, etc. > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
19_On Any Sunday,"Area 02_The Winter Wall > The Rincon > Southern Sierra - The Needles, Kern River, Domelands, etc. > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Second Thoughts,"Lower Hawk Dome > j. Hawk Dome > Fresno Dome > Fresno Dome (Wamello) Area > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,2.9,"Sport, TR",5.10a/b
Split Personality,"Main Wall > j. Hawk Dome > Fresno Dome > Fresno Dome (Wamello) Area > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Breakthrough and Conquer (aka Welcome to Fresno Dome),"b. Zippity-Do-Dah Buttress > Fresno Dome > Fresno Dome (Wamello) Area > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Talking Smackheads,"h. West Face > Fresno Dome > Fresno Dome (Wamello) Area > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3.9,Sport,5.10a
See You In Heaven,"Heaven Right Wall > 50 5.7's Dome > Shuteye Ridge > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3.9,Sport,5.10a
Y'ain't,"Moto Wall > Moto Wall Area > Shuteye Ridge > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a PG13
Hole In The Wall,"Half Day Dome > Chilkoot Lake > Shuteye Ridge > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Croc Rock,"Crocodile Dome > Big Sleep Area > Shuteye Ridge > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Fin To Win,"Eagle's Nest (Lower) > Eagles Nest > Big Sleep Area > Shuteye Ridge > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Unnamed 10a,"Eagle's Nest (Lower) > Eagles Nest > Big Sleep Area > Shuteye Ridge > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Thermal Rider,"Baby Eagle > The Eagle Beaks > Shuteye Ridge > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Yosemite Springs Parkway,"Revis Mountain > Hwy 41: Fresno Dome, Shuteye Ridge > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
"You Can Call me Al, Dude","Penstemon Dome (East Face) > Penstemon Dome > Courtright Reservoir > Hwy 168:Tollhouse, Shaver Lake, Courtright > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10a
It's Barry Time,"Penstemon Dome (East Face) > Penstemon Dome > Courtright Reservoir > Hwy 168:Tollhouse, Shaver Lake, Courtright > Southern-Western Sierra > California",https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10a/b
Dry Bones Live Again,Main Buttress > Deadman Buttress > Chipmunk Flat > Sonora Pass Highway (108) > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a
Bail Late,Pinecrest Dam Slab > Pinecrest Lake > Sonora Pass Highway (108) > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ra Ra,Pinecrest Lake Buttress > Pinecrest Lake > Sonora Pass Highway (108) > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
The Ancient Dwarf,The Center Dwarf > The Ancient Dwarves > Sonora Pass Highway (108) > California,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10a/b
"Wall of Voodoo, Left",Boyden Cavern Parking Area > Boyden/ Windy Cliff Area > Kings Canyon > Sequoia & Kings Canyon NP > California,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mowing the Yawn,Buck Rock > Sequoia & Kings Canyon NP > California,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
