Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Local Girls Are Bad","Shannon Falls Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120550345/local-girls-are-bad,4.0,-1,Trad,"5.11a PG13",3,300,49.66932,-123.15753
"Road to Amritsar","New Delhi Cliff > Barbarian Walls > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122734621/road-to-amritsar,3.9,-1,Trad,5.11c,6,,49.69773,-123.12021
"Cafe Direct","Shannon Falls Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120571493/cafe-direct,4.0,-1,Trad,5.11a,1,95,49.66932,-123.15753
"Skywalker EPB","Shannon Falls Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120903810/skywalker-epb,3.2,-1,Trad,5.10a,3,300,49.66932,-123.15753
"Inner Fire","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118170524/inner-fire,4.0,-1,Sport,5.12d,5,500,49.68218,-123.14798
"Nothing in Moderation","Quercus Cliff > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118964405/nothing-in-moderation,4.0,-1,Sport,5.14a,1,80,49.64581,-123.20929
"Flight Simulator","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110847363/flight-simulator,3.5,-1,Trad,5.12a,4,400,49.6945,-123.12156
"Damascus Steel","Lower (CLOSED*) > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122284885/damascus-steel,4.0,-1,Trad,5.12a,1,100,49.68402,-123.1562
"The Smoke Bluffs Interconnector","Free and Easy > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122873599/the-smoke-bluffs-interconnector,4.0,-1,Trad,5.9,12,660,49.70407,-123.14261
"Bombay Sapphire","The Dihedrals > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110716154/bombay-sapphire,4.0,-1,Trad,5.11+,3,300,49.6814,-123.1482
"Free Dimensional","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120263090/free-dimensional,4.0,-1,Trad,"5.13d PG13",1,90,49.6945,-123.12156
Insomnia,"Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117130483/insomnia,4.0,-1,Sport,5.13a,1,110,49.6489,-123.2021
"The Gunslinger","Lakeside in the Woods > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120263030/the-gunslinger,4.0,-1,Trad,"5.14a PG13",1,65,49.6446,-123.2052
Matsutake,"Mycology Rock > Alice Lake > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121992702/matsutake,3.5,-1,Trad,5.11a,1,100,49.78403,-123.13264
"Mercurial Crossing","Main Area, Frontside > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108272918/mercurial-crossing,3.1,-1,Trad,5.10a,4,300,49.66841,-123.16594
"Bladerunner Pitch One","Kashmir Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120835404/bladerunner-pitch-one,4.0,-1,Trad,5.12b/c,1,105,49.68313,-123.14363
"The Great White North","Tantalus Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120263376/the-great-white-north,4.0,-1,Trad,5.13d,5,500,49.6797,-123.1503
"Open project. The Hollow Men-P1","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117666104/open-project-the-hollow-men-p1,4.0,-1,TR,5.13,1,90,49.6945,-123.12156
"Super Baked","Boulder Gully > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120508663/super-baked,4.0,-1,Trad,5.11c,1,100,49.7098,-123.1406
"Demon Days","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122797853/demon-days,4.0,-1,Trad,5.13a,1,130,49.70087,-123.11425
"Lake of Fire","Leviticus > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107690311/lake-of-fire,4.0,-1,Trad,"5.13c R",1,100,49.6441,-123.2043
"Rest in Peace","Golden Gate Crag > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121179903/rest-in-peace,4.0,-1,Trad,5.10d,3,80,49.6765,-123.1264
"Rest in Agony","Golden Gate Crag > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121179889/rest-in-agony,4.0,-1,Trad,5.10c/d,2,150,49.6765,-123.1264
"Chunder Dragon","Ultraviolet Cliff > Gondola Area > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118940821/chunder-dragon,3.5,-1,Trad,5.11a,1,40,49.67079,-123.12724
"Dr Bronner's 2 in 1","The Shelter > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121021294/dr-bronners-2-in-1,4.0,-1,Trad,5.13b/c,1,,49.68229,-123.14637
"Charge of The Light Brigade","The Kingdom > Paradise Valley > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119620649/charge-of-the-light-brigade,3.5,-1,Sport,5.12c,1,100,49.83275,-123.14702
"Amanita Dreaming","Mycology Rock > Alice Lake > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/123134860/amanita-dreaming,4.0,-1,Trad,5.12a,1,100,49.78403,-123.13264
"the White Wizard","Isengard > Gonzales Creek > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117395468/the-white-wizard,4.0,-1,Trad,"5.12+ PG13",1,30,49.65904,-123.17016
Sixty-Nine,"Leviticus > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106809319/sixty-nine,4.0,-1,Trad,5.13b/c,1,100,49.6441,-123.2043
Heatwave,"Squamish Buttress > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/123197086/heatwave,4.0,-1,Trad,5.12a,1,147,49.6846,-123.1447
"Mr. Crabbe","The Milkman's Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111964584/mr-crabbe,4.0,-1,Trad,5.11c,1,75,49.6458,-123.2052
"Splitting Up is Hard to Do.","Upper Splitsville > Splitsville > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119371773/splitting-up-is-hard-to-do,3.3,-1,Trad,5.9,1,80,49.64971,-123.19367
"Playing with Fire","Art Exhibit > Alice Lake > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122647063/playing-with-fire,4.0,-1,Sport,5.12+,1,50,49.76215,-123.13118
Psilocybin,"Mycology Rock > Alice Lake > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/123266915/psilocybin,4.0,-1,Trad,5.12b,2,110,49.78403,-123.13264
"Glory Boy","Above and Beyond > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121100406/glory-boy,3.5,-1,Trad,5.11a,4,300,49.68486,-123.13398
"Cursed Crack","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110786476/cursed-crack,2.8,-1,Trad,5.10c,1,50,49.70087,-123.11425
Overdose,"Quercus Cliff > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108264668/overdose,3.4,-1,Trad,5.12a,1,70,49.64581,-123.20929
"Community Service","Squamish Buttress > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/115122227/community-service,2.8,-1,Trad,5.10-,1,70,49.6846,-123.1447
"Watch It Burn","Above It All > Gonzales Creek > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117048064/watch-it-burn,3.3,-1,Trad,5.10d,4,350,49.66039,-123.16813
"Dreams of Passion","Ronin's Corner > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105910927/dreams-of-passion,3.5,-1,Sport,"5.11b PG13",1,75,49.7035,-123.1376
"Parallel Passages","The North Walls > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107805195/parallel-passages,3.0,-1,Trad,5.10c,7,1000,49.6876,-123.1352
"Dancing in the Light","The Apron > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110861879/dancing-in-the-light,3.7,-1,Trad,"5.11b PG13",7,500,49.6863,-123.14736
"Yellow Fever","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106921534/yellow-fever,3.3,-1,Sport,5.12b/c,1,50,49.7224,-123.1025
"Dead on Arrival","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121415105/dead-on-arrival,3.7,-1,Trad,5.11c,1,115,49.6437,-123.2121
"Varicose Veins","Campground Wall > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109349217/varicose-veins,3.0,-1,Sport,5.11b,1,,49.67754,-123.15329
"Vertical Sine wave","Tunnel Rock > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108637560/vertical-sine-wave,3.0,-1,Trad,5.10b,1,20,49.70454,-123.13442
"Burning the Coil","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107117833/burning-the-coil,3.8,-1,Sport,5.12d,1,90,49.7224,-123.1025
Nanook,"The North Walls > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111873382/nanook,3.5,-1,Trad,5.12a,5,430,49.6876,-123.1352
"Mushy Peas","South Gully > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119579802/mushy-peas,3.5,-1,Trad,5.11c,8,,49.687,-123.1444
Agonal,"Grub Street > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113616517/agonal,3.5,-1,Trad,5.11,3,200,49.68213,-123.15665
"Unknown Name","Burning Man Corner (North) > The Zip > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121166607/unknown-name,2.9,-1,Trad,5.10b,2,,49.70577,-123.14277
"Flex Capacitor","Grand Wall Base Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107745095/flex-capacitor,3.1,-1,Trad,5.10b/c,2,80,49.6827,-123.1482
"What Crag?","Commune > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119405375/what-crag,3.1,-1,Sport,5.10c,1,,49.64551,-123.20855
"The Gauntlet","The Dihedrals > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106185371/the-gauntlet,3.3,-1,Trad,"5.11c PG13",9,1000,49.6814,-123.1482
"Easy Skankin' (5.10 variation)","Tunnel Rock > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111738839/easy-skankin-510-variation,2.8,-1,Trad,5.10c,1,70,49.70454,-123.13442
"Naughty Nurse","The Longhouse > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121103620/naughty-nurse,3.6,-1,Trad,5.10d,1,70,49.67869,-123.12722
"Hand Slotter","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110777607/hand-slotter,3.3,-1,Trad,5.11b,1,100,49.70087,-123.11425
"Playground Bully","The Playground > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114458282/playground-bully,2.9,-1,Sport,5.11a/b,1,45,49.71655,-123.09859
"Brunser Overhang","Brunser Area > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109356536/brunser-overhang,3.1,-1,Trad,5.11a,1,50,49.6446,-123.2052
"Shock Collars for Christmas","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113634608/shock-collars-for-christmas,3.6,-1,Trad,5.12a,1,90,49.70087,-123.11425
Interstellar,"Shannon Falls Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120571059/interstellar,3.5,-1,Trad,5.11-,2,,49.66932,-123.15753
"The Grinning Weasel","Grand Wall Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119454317/the-grinning-weasel,3.8,-1,Trad,5.11c,1,65,49.68218,-123.14798
"Project Grizzly","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114523470/project-grizzly,3.9,-1,Trad,5.13b,1,,49.6437,-123.2121
"Bulletheads Central","Bulletheads, Central > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114981919/bulletheads-central,3.1,-1,Trad,5.11a/b,4,460,49.6807,-123.1474
"Frayed Ends of Sanity","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110848041/frayed-ends-of-sanity,3.7,-1,Sport,5.12c,6,600,49.6945,-123.12156
"Glacial Facial","Backside Area > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117304839/glacial-facial,3.7,-1,Trad,5.11c,1,95,49.66778,-123.16411
"Outer Mongolia","Crag X > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119682266/outer-mongolia,3.5,-1,Trad,5.11c,1,75,49.70856,-123.14147
"El Indio","The Milkman's Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111888628/el-indio,3.7,-1,Trad,"5.11c R",1,60,49.6458,-123.2052
"The Glass Slipper","Quercus Cliff > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117708163/the-glass-slipper,3.3,-1,Sport,5.10d,1,50,49.64581,-123.20929
"Man of Leisure","Gobsmacking Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106072593/man-of-leisure,3.2,-1,"Trad, Sport",5.10c,1,130,49.6684,-123.15825
Evaporation,"Crystal Wall > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111780860/evaporation,3.5,-1,Trad,"5.11a PG13",1,100,49.70577,-123.1389
"Token Brits Direct","The Black Zawn > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108237824/token-brits-direct,3.1,-1,Trad,5.10d,1,100,49.7061,-123.1401
"On Sight Inc.","Krack Rock > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114585625/on-sight-inc,3.0,-1,Trad,5.9,1,70,49.70752,-123.14099
"Arc Strike","Highlander > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113323346/arc-strike,3.2,-1,Trad,5.11a,1,60,49.75047,-123.10892
"Great Grandaddy","Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111768733/great-grandaddy,2.9,-1,Trad,5.11-,1,50,49.6489,-123.2021
"Tantalus Wall","Tantalus Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105880812/tantalus-wall,3.3,-1,"Trad, Sport, Aid","5.11c C0",8,600,49.6797,-123.1503
Leonissisation,"Octopus Garden > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112886497/leonissisation,3.6,-1,"Sport, TR",5.12a,1,82,49.7081,-123.1346
"Sunny Days in December","Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106733722/sunny-days-in-december,3.4,-1,Trad,5.12b/c,1,,49.7049,-123.1378
Kahoukers,"Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106097871/kahoukers,3.4,-1,Trad,5.12b,1,60,49.7049,-123.1378
"Protein Eater","Free and Easy > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116590885/protein-eater,2.9,-1,Trad,5.11,1,50,49.70407,-123.14261
"Caucasian Eyes","Bulletheads North > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112092696/caucasian-eyes,3.2,-1,Trad,5.11a,1,60,49.67874,-123.15141
"Self Abuse","Campground Wall > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110706478/self-abuse,3.0,-1,Trad,5.10,1,85,49.67754,-123.15329
Weenie,"Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122277879/weenie,3.5,-1,Trad,"5.11c PG13",1,90,49.7049,-123.1378
"Permanent Waves","Cacodemon Boulders > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106684960/permanent-waves,3.5,-1,Sport,5.13c/d,1,,49.6867,-123.13487
Bloodline,"Highlander > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113325391/bloodline,3.0,-1,Trad,5.12a,1,60,49.75047,-123.10892
"The Stein Line","The Longhouse > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121103706/the-stein-line,3.7,-1,Trad,5.10d,1,90,49.67869,-123.12722
"Wild Turkey","Bulletheads North > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107175637/wild-turkey,3.5,-1,Trad,5.11a,3,200,49.67874,-123.15141
"Brothers in Arms","The Dihedrals > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106474580/brothers-in-arms,3.5,-1,Trad,5.12c,6,600,49.6814,-123.1482
Limbo,"Main Area, Frontside > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110860892/limbo,3.4,-1,Trad,5.11,4,400,49.66841,-123.16594
"Isla In The Sky","Gondolarium > Wrinkle Dome > Gondola Area > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118949920/isla-in-the-sky,3.5,-1,Trad,5.10b,2,200,49.67283,-123.13869
"Chasing Rainbows","Chasing Rainbows > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113394400/chasing-rainbows,3.1,-1,Trad,"5.10d PG13",1,,49.68437,-123.15547
"Pan's Sword","Neverland > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119242886/pans-sword,3.1,-1,Sport,5.10d,1,70,49.72096,-123.13171
"Id, The Wizard of","Quagmire Area > The Malamute > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109532912/id-the-wizard-of,3.2,-1,Trad,5.10b,1,100,49.68291,-123.1563
"Moving to Montana","Grand Wall Base Area > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112042471/moving-to-montana,3.4,-1,Trad,"5.11a PG13",4,500,49.6827,-123.1482
"The Crescent","The Basement > The Sanctuary > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106827575/the-crescent,3.2,-1,Sport,5.12b,1,75,49.7111,-123.1098
"Blood and Pepper","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106921541/blood-and-pepper,3.3,-1,Sport,5.12b,1,90,49.7224,-123.1025
"Rust never sleeps","Burgers and Fries > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114574226/rust-never-sleeps,2.9,-1,Trad,5.9,1,80,49.70461,-123.14131
"Disaster Response","Pox Wall / Disaster Response Area > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113468771/disaster-response,3.3,-1,Trad,5.10+,3,250,49.6902,-123.12987
"Jenga for Dummies","Gonzales Creek Wall > Gonzales Creek > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114550082/jenga-for-dummies,3.3,-1,Trad,5.10c,1,115,49.66045,-123.17076
"Big Daddy Overhang","Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106240557/big-daddy-overhang,3.3,-1,Trad,5.12b,1,80,49.6489,-123.2021
Marooned,"Bulletheads, Central > The Bulletheads > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114309671/marooned,3.3,-1,Trad,5.11b/c,1,100,49.6807,-123.1474
"The Facade, aka Mad Nerd and Poodle","The Dihedrals > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106185363/the-facade-aka-mad-nerd-and-poodle,3.4,-1,Trad,5.12,4,450,49.6814,-123.1482
Neverland,"Neverland > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119442877/neverland,3.4,-1,Sport,5.12a,1,60,49.72096,-123.13171
"Noonday Ridge","Tunnel Rock > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120533072/noonday-ridge,3.6,-1,Trad,5.10a,1,80,49.70454,-123.13442
"The Marc of Excellence","Cereal Killers > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/115143210/the-marc-of-excellence,3.0,-1,Sport,5.10c,1,60,49.64322,-123.21355
Pleasuredome,"The Basement > The Sanctuary > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107539174/pleasuredome,3.4,-1,Sport,5.11d,1,50,49.7111,-123.1098
"The Vikings' Are Coming","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107117855/the-vikings-are-coming,3.4,-1,Sport,5.12b,1,,49.7224,-123.1025
"Shits and Giggles in the Lake","The Playground > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114458241/shits-and-giggles-in-the-lake,2.8,-1,Sport,5.10b,1,55,49.71655,-123.09859
UnBearable,"The Prow Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107759381/unbearable,3.3,-1,Trad,5.12b,6,600,49.6867,-123.135
Steelhead,"The Estuary > Paradise Valley > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122448398/steelhead,3.0,-1,Sport,5.12b,1,55,49.83187,-123.14638
"Dark Sarcasm","Crag X > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119801338/dark-sarcasm,3.5,-1,Trad,5.11b,1,,49.70856,-123.14147
"Where Does it Hurt ?","Golden Gate Crag > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121179913/where-does-it-hurt,3.8,-1,Trad,5.11a,3,,49.6765,-123.1264
"Digital Dexterity","Pixie Corner > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/111712479/digital-dexterity,3.0,-1,"Sport, TR",5.12c/d,1,,49.7067,-123.1398
"The Thonghouse","The Longhouse > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121103496/the-thonghouse,3.5,-1,Trad,5.11c,1,90,49.67869,-123.12722
Obsession,"Main Area, Frontside > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108281959/obsession,3.1,-1,Trad,5.10b,4,400,49.66841,-123.16594
"Vargas Girl (aka Spiderman)","Main Face > Comic Rocks > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118823245/vargas-girl-aka-spiderman,3.5,-1,Trad,5.12b,1,65,49.60483,-123.21404
"Stone Free","The Dihedrals > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106229440/stone-free,3.3,-1,Trad,"5.12c PG13",9,1000,49.6814,-123.1482
"Douchbags or Underdogs","Valleycliffe Heights > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114461552/douchbags-or-underdogs,3.3,-1,Sport,5.12a,1,,49.71458,-123.10327
"Demon Sweat","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114398873/demon-sweat,3.5,-1,Trad,5.12d,1,140,49.70087,-123.11425
"Yukon Gold","The North Walls > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106884910/yukon-gold,3.5,-1,Trad,5.12d,6,,49.6876,-123.1352
"Dead Bernardo's Crack","Ultraviolet Cliff > Gondola Area > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118940879/dead-bernardos-crack,3.5,-1,Trad,5.11c,1,60,49.67079,-123.12724
"Full Slotter","Top Shelf > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114315892/full-slotter,3.5,-1,Trad,5.12b,1,130,49.70087,-123.11425
"Komagata Maru","New Delhi Cliff > Barbarian Walls > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/123196605/komagata-maru,3.5,-1,Trad,5.12a,4,,49.69773,-123.12021
"Stem or Struggle","Valleycliffe Heights > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114461577/stem-or-struggle,3.5,-1,Sport,5.10d,1,,49.71458,-123.10327
"Limey Bastard","Highlander > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122823280/limey-bastard,3.5,-1,Trad,5.12c,1,40,49.75047,-123.10892
"Munitions Plant","High Line Wall > Stawamus Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107518856/munitions-plant,3.5,-1,Trad,5.12,1,70,49.6867,-123.135
"Strange seasons","Art Exhibit > Alice Lake > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122647099/strange-seasons,3.5,-1,Trad,5.10+,1,50,49.76215,-123.13118
"Fog Ducker Spire","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114409977/fog-ducker-spire,3.1,-1,Trad,5.11a,4,420,49.6945,-123.12156
"Mikey Likes It","Commune > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119405389/mikey-likes-it,2.8,-1,Sport,5.8,1,65,49.64551,-123.20855
"Polar Vortex","Shannon Springs Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119216000/polar-vortex,2.9,-1,Sport,5.10,1,90,49.67162,-123.15714
"The Lady Switcher","Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107538919/the-lady-switcher,3.0,-1,Sport,5.11b,1,70,49.7224,-123.1025
"Tougher Quarryman","Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121901853/tougher-quarryman,2.9,-1,Trad,5.10b,1,75,49.7049,-123.1378
"Block and Tackle","Block and Tackle > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106006309/block-and-tackle,2.8,-1,Trad,5.11b,1,60,49.64546,-123.20561
"Chicken Hawk","Slhanay > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113279610/chicken-hawk,3.1,-1,Trad,5.11c,3,,49.6945,-123.12156
